c_custkey	c_name	revenue	c_acctbal	n_name	c_address	c_phone	c_comment
332	Customer#000000332	135149.3582	-267.09	RUSSIA	Jfosq,G6ziag7M04IvCx7SMRafyYvSI,Do	32-767-972-2596	 around the pinto beans. final theodolites haggle
832	Customer#000000832	135143.0900	-201.49	ROMANIA	eNIy9PatAWlh0	29-264-864-8387	the special ideas. finally ironic accounts doubt. slyly regular ideas
292	Customer#000000292	133887.6266	2975.43	IRAQ	hCXh3vxC4uje9	21-457-910-2923	usly regular, ironic accounts. blithely regular platelets are carefully. blithely unusual ideas affi
1744	Customer#000001744	133708.1658	1436.96	PERU	cUBf1 YMJEgbt2XDeQWD4WinTu4iFIF	27-864-312-2867	egularly bold, ironic packages. even theodolites nag. unusual theodolites would sleep furiously express
1540	Customer#000001540	133637.4439	6102.98	PERU	c1kVCV43v2RpUwCoZJ2LBHWYt2BT7	27-352-357-7209	ious foxes against the slyly regular deposits boost ideas. regular waters sleep slyly: unusual deposits
497	Customer#000000497	133470.3196	2191.59	UNITED KINGDOM	0 qRRXAxUbo1J KDwDMjFde5fXDwn 	33-937-724-3506	fluffy ideas detect carefully 
1411	Customer#000001411	132979.0824	772.14	VIETNAM	4iLVKtSmtJpU	31-898-640-7625	sly final ideas. carefully bold pinto beans wake: slyly regular packages must sleep. final platelets inte
2153	Customer#000002153	132947.6526	3283.19	KENYA	JLl30yUD7I,Dr5MOpCt9dLAm03	24-329-970-3447	tions cajole quickly slyly silent deposits. carefully pending theodolites against the final asympto
493	Customer#000000493	131162.4617	6582.04	MOZAMBIQUE	G dRBjxmBBug1 xRSa6VwRchFDtU5b	26-514-558-7246	er the furiously express excuses use above the regular accounts. regular instructions after the 
419	Customer#000000419	130962.2951	7786.69	MOZAMBIQUE	gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj	26-338-447-2399	ideas affix alongside of the final accounts. quickly ironic deposits abo
1114	Customer#000001114	129870.6268	6446.83	KENYA	f7 he8eByBFy6z7vcOajC1gaUKqmRN	24-630-988-3843	ularly ironic platelets. pinto beans along the slyly express packages wake unusual packa
838	Customer#000000838	129501.9736	1605.76	ETHIOPIA	BxDlz44b56kXjsTpl	15-919-192-7197	elets. never express accounts haggle slyly. depths along the requests haggle bl
1108	Customer#000001108	129362.9829	4997.35	GERMANY	9sPt6a66R0eCRVYh9QrF8zjxNWFFk8KU	17-408-450-8891	rding to the final instructions. carefully final accounts wake along the carefully careful pinto beans. re
275	Customer#000000275	129131.3084	5067.31	RUSSIA	M1UCTKrZLOgSyr	32-194-864-6861	y regular deposits. fluffily ironic packages cajole along the 
961	Customer#000000961	128729.7746	6963.68	JAPAN	5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn	22-989-463-6089	e final requests: busily final accounts believe a
61	Customer#000000061	128720.9571	1536.24	PERU	9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE	27-626-559-8599	egular packages shall have to impress along the 
1291	Customer#000001291	128581.1060	8227.37	GERMANY	dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,	17-693-294-2656	, final requests-- furiously careful ideas wake busily ironic, even a
1480	Customer#000001480	128301.2012	876.02	GERMANY	Hzjh65ZXBFSzflrjQgECkrp35gDha,2	17-573-775-8796	uriously pending courts are. deposits serve quickly blithely final excuses. slyly reg
1843	Customer#000001843	127382.2788	1821.61	ARGENTINA	5Op16OGLtq5hXrYvKBKPPu,B1pB	11-977-879-2346	 requests after the never bold ideas hang carefully bold sheaves. carefully pending deposits
508	Customer#000000508	127275.7619	1685.90	CHINA	q9Vq9 nTrUvx	28-344-250-3166	uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov
1516	Customer#000001516	126602.6314	9263.27	KENYA	VFbEMU7LSQZPCZ3m73dNP2WH0ywr5loATV4r	24-797-943-8908	tructions integrate above the regular, regular somas. blithely ironic asymptote
1528	Customer#000001528	125611.1867	4114.07	VIETNAM	fa,9WdvoEW06FtLQ6bpXBYGORjOWt,w	31-594-709-9605	 bold deposits sleep slyly about the blithely express accounts. final accounts haggle furiously at the
2059	Customer#000002059	125558.0068	-254.89	ROMANIA	OQsFB7LNWlG Pc9v 626GejbiUsJBlMAzLH	29-427-133-3965	lites. final ideas along the express deposits haggle furiously among the regular accounts. r
1216	Customer#000001216	124067.2950	2155.06	CANADA	CSf1BbFhJhucmvftOwYLQACMEqgXj	13-673-633-4561	eposits. slyly ironic dependencies haggle quickly. slyly close orbits above
391	Customer#000000391	123987.2058	4801.30	IRAQ	q10SV05KB1038lzUR8P	21-604-451-4462	le blithely final forges. furiously even deposits cajole fluffily even patterns. furious
401	Customer#000000401	123653.1189	4146.43	ROMANIA	aKALIG526OK4veQfUh2KmKcE,oRyg	29-667-766-5291	l instructions wake. slyly express deposits us
256	Customer#000000256	123639.0328	1299.92	IRAN	eJ6AggYh80JMEzZNwYK4CIC2flT	20-229-271-4429	ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q
2080	Customer#000002080	123241.9560	6700.49	IRAN	fPmA BjHaeWUbUpNBm	20-588-868-3463	 deposits kindle furiously. car
793	Customer#000000793	122517.8871	2072.99	ALGERIA	 SltK1IMp2Xvwb,A0x3Co1uhcwr	10-404-953-9048	uickly silent foxes use after the
2224	Customer#000002224	122504.6770	2521.46	JORDAN	w58kcuHqnUoEhzPR26KrdAhsHOg0dQXFV,E82v	23-623-108-3568	 quiet, final platelets integrate fluffily. bold instructions nag quickly. furiously unusual deposits are u
341	Customer#000000341	122415.2844	8247.11	INDONESIA	4,zQfld2YV9TSeNgCSOvqlxhJvVW8WD	19-870-813-8585	low, special platelets alongside of the even, bold theodolites are carefully 
1295	Customer#000001295	122330.8200	753.62	UNITED STATES	kded3b,5e5	34-259-484-2624	slyly final accounts detect blithely regular, bold requests-- blithely final foxes wake blithel
1462	Customer#000001462	122070.3928	7305.88	PERU	b9Ed,6BCKn5v37q1	27-153-195-4457	ously slyly express requests. spec
871	Customer#000000871	122062.9722	-395.89	SAUDI ARABIA	KcLmBKitbx7NvU7bpu9clIyccxWG	30-933-714-8982	ts. blithely silent courts doze. regular atta
1000	Customer#000001000	122032.2672	-881.70	RUSSIA	hzM1shTwWlLuk	32-730-275-2976	 closely against the slyly special deposits. regular, ironic p
640	Customer#000000640	121697.4378	3025.84	BRAZIL	j3vjr0 n,pJFG4gIOtC	12-702-315-6637	lly. furiously quick deposits haggle quickly regular packages. pinto 
1519	Customer#000001519	121423.9451	6172.47	KENYA	ersLKVkITqd,b7yCM1td5h9Y1tQv	24-663-396-2927	ost from the close accounts. r
1613	Customer#000001613	121390.1766	7539.75	ROMANIA	grC4vU,xdQCWgrPJzj	29-636-508-4398	onic excuses. regularly unusual deposits sleep. slyly ironic accounts nag carefully. furiousl
1147	Customer#000001147	121149.0502	7734.64	MOROCCO	AVjlczwVwL CT jO3sgWn	25-754-809-7107	eposits. quickly express accounts are idly. slyly final platelets wak
1208	Customer#000001208	121015.4960	2426.52	ETHIOPIA	M uLSFG6IrQkKQxrH5vCbPjglIpB3JC	15-789-973-6601	 blithely bold dependencies detect slyly. carefully silent platelets haggle along the pinto beans
2165	Customer#000002165	120967.1779	6312.61	IRAQ	6J1XqDtJC9P3 qvR9 OTRMirIPQuw	21-667-454-1764	rding to the blithely express excuses. furiously special instructi
304	Customer#000000304	120586.1600	9217.55	ALGERIA	Cilvb3k8ghDX4	10-321-698-7663	s integrate at the carefully ironic instructions. fin
1136	Customer#000001136	119785.6842	-723.49	UNITED STATES	GHCEiSK0TKsOncuJT3,2zSvlZW4Pz	34-440-798-1100	ular pinto beans. slyly special deposits according to the slyly ironic requests maintain quickly 
613	Customer#000000613	119264.6269	6679.75	EGYPT	AJT,26RbanTdEHOBgTWg	14-275-416-1669	ironic, pending deposits: quickl
88	Customer#000000088	118905.4440	8031.44	MOZAMBIQUE	wtkjBN9eyrFuENSMmMFlJ3e7jE5KXcg	26-516-273-2566	s are quickly above the quickly ironic instructions; even requests about the carefully final deposi
1834	Customer#000001834	118869.2277	2985.37	UNITED STATES	 oWU4qpGp8v5pjfHDGwIAh7z	34-976-916-8306	slyly unusual packages play. unusual, ironic ideas integrate always according to the thin requests. ste
1736	Customer#000001736	118685.0789	-686.49	GERMANY	t3 1Dv36zNjBXauc2HKcSLJk,QRu4t	17-572-741-5408	s! slyly sly requests above the expr
727	Customer#000000727	118088.3692	807.37	CHINA	wLIX8hKnk0qjUAAGqm	28-815-316-3525	 requests-- quickly regular pinto beans need to detect 
94	Customer#000000094	117888.9334	5500.11	INDONESIA	IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf	19-953-499-8833	latelets across the bold, final requests sleep according to the fluffily bold accounts. unusual deposits amon
1028	Customer#000001028	117804.6292	1915.53	IRAN	NxmOhIN,w45aogQ1hZSvqoz0 8nrbdkaiZOe	20-582-119-3249	ly unusual, even packages. fluffily special foxes across the furiously final asymptotes main
952	Customer#000000952	117322.3984	3710.14	UNITED STATES	jg0YsHARdoULvVtP2vGHLVoAfWKFNz6QdTeAi	34-527-524-9172	slyly regular ideas. even theodolite
2188	Customer#000002188	117071.9756	9382.06	ROMANIA	nT9ZHGQHkRnr2bR tsFckHjou	29-626-175-5850	oxes. furiously ironic reques
1441	Customer#000001441	115854.7917	9465.15	UNITED KINGDOM	u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx	33-681-334-4499	nts haggle quietly quickly final accounts. slyly regular accounts among the sl
16	Customer#000000016	115571.5436	4681.03	IRAN	cYiaeMLZSMAOQ2 d0W,	20-781-609-3107	kly silent courts. thinly regular theodolites sleep fluffily after 
1904	Customer#000001904	115004.4380	9913.42	UNITED STATES	qtgYwanpIR3LfvbOPexVyJ8XHDWNn p95	34-565-694-9621	. furiously special requests haggle finally carefully 
910	Customer#000000910	114994.3670	5794.69	INDONESIA	Qg8TJTCT1mJ9H	19-899-463-4292	uctions. silent requests after the regular theodolites haggle furiously across the ca
1600	Customer#000001600	114501.2586	7027.54	SAUDI ARABIA	GFgAlTCNWGZU4Gyk9glu8uX2vZ	30-563-390-7858	 sleep blithely along the slyly ironic deposits. blithely permanent accounts nag. fluffily ironic accounts
10	Customer#000000010	114481.5651	2753.54	ETHIOPIA	6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2	15-741-346-9870	es regular deposits haggle. fur
1118	Customer#000001118	114473.0494	4130.18	IRAQ	QHg,DNvEVXaYoCdrywazjAJ	21-583-715-8627	y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe
2005	Customer#000002005	113529.8801	-827.73	IRAN	RzXLgIlAKAgzzRNNzYMkP6ZscEkG	20-360-101-6891	 are furiously against the quickly express requests: final, regular excuses cajole quickly. caref
1729	Customer#000001729	113374.2148	6479.07	ETHIOPIA	qc3FBSbJHHDIEkku69mWsz,KO	15-361-394-6195	y even depths sleep silent accounts. evenly final epita
548	Customer#000000548	112753.1324	90.45	EGYPT	98nP31ToAGK tCCkYm7HqBZt0dLjy0JzlMMRCmkj	14-787-370-8722	c pinto beans. quickly even requests haggle against the blithel
571	Customer#000000571	112697.3284	8993.23	BRAZIL	hCrDDrMzGhsa6,5K4rGXQ	12-115-414-4819	le fluffily. ironic, pending accounts poach quickly iron
2107	Customer#000002107	112271.3211	1229.95	PERU	 4AWPXKe4aC3bYsTJvy49VcWZ,bR	27-285-327-1393	s. accounts believe final deposits. quietly pending deposits across the iron
352	Customer#000000352	112044.7966	6257.88	INDONESIA	HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw	19-906-158-8420	ts are. blithely special requests wake. furiously bold packages among the blithely eve
104	Customer#000000104	111369.7911	-588.38	IRAN	9mcCK L7rt0SwiYtrbO88DiZS7U d7M	20-966-284-8065	rate carefully slyly special pla
1115	Customer#000001115	110975.4540	-178.52	ETHIOPIA	Elvb2a3FinAzxw 	15-356-145-6356	ending instructions thrash blithel
1523	Customer#000001523	110815.9344	2921.13	GERMANY	  udI60hnJb0IMvB67xQFfkgamLpP2Bwynf5P	17-405-744-1455	oxes. slyly bold ideas snooze blithely. accounts sleep slyly agains
995	Customer#000000995	110808.8796	-341.79	JORDAN	5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f	23-272-700-1002	wake slyly fluffily unusual requests. stealthily regular pinto beans are along the slyly final dugouts. slyly 
1663	Customer#000001663	110038.6685	4085.85	MOZAMBIQUE	7PGRXPj1HXVQUbcL S2	26-507-387-2886	 slyly ironic deposits. daringly regular requests haggle slyly. ironic dependencies cajole furiously 
152	Customer#000000152	109109.7340	1215.18	INDIA	PDrllSkScKLh4lr19gmUZnK	18-585-850-3926	ously ironic accounts. furiously even accounts accord
2233	Customer#000002233	108983.9304	6167.15	IRAQ	7ZMH2dvERYe7,8	21-217-736-9562	s. carefully regular ideas after the final pinto beans will have to haggle blithely unusual pat
1271	Customer#000001271	108960.0005	1209.37	KENYA	S7fmHdkot3JAv	24-698-342-2768	efully after the slyly regular accounts. carefully ironic theo
2171	Customer#000002171	108391.8055	2920.40	JAPAN	ROtv1nBldJxYbzLr57qDL1u	22-873-746-3556	fily regular platelets. quickly fi
590	Customer#000000590	107766.0620	3993.54	INDIA	4sHhhAZWHYRxJVz0KRgjW9IlKu,55IuT	18-734-215-6394	es. regular dependencies cajole furiously blithely regular ideas. regular dependencies cajole carefully a
1789	Customer#000001789	107450.2739	6407.46	ALGERIA	lfHQVe9IPEKad	10-582-797-3122	he slyly express requests. silently daring packages sleep express courts! blithely pending foxes w
1237	Customer#000001237	107078.8040	8156.62	SAUDI ARABIA	 CQEeqR ,cVU7Bby	30-415-666-7691	the bold accounts wake blithely across the deposits
1747	Customer#000001747	106490.9625	1962.62	MOROCCO	xSJopUGOWIGwa2QJA9mbIzcLAA8OM	25-493-381-4100	furiously furiously ironic theodolites. stealthily reg
1126	Customer#000001126	106192.9210	3905.97	INDIA	8J bzLWboPqySAWPgHrl4IK4roBvb	18-898-994-6389	se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi
2128	Customer#000002128	105683.5404	4473.83	EGYPT	26p62fTXCshvg ,bA0Ba9Zvy	14-217-113-7074	leep furiously after the furio
1873	Customer#000001873	105627.7194	-201.93	CANADA	fvkv57 kYzsIjzXH9,csoT7smnh pObla4,	13-581-396-9191	yly. fluffily unusual theodolites among the ironic ac
418	Customer#000000418	105433.9810	1211.39	ETHIOPIA	,e0q82drO rgVHXHrJRQ0GDrRoUOl	15-826-508-1218	d foxes against the furiously special packages snooze blithely quickly 
337	Customer#000000337	104646.4362	-270.59	ALGERIA	EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn	10-337-165-1106	ld requests sleep quickly. carefully express tithes wake carefully ac
1774	Customer#000001774	104546.0437	2922.61	INDIA	5pstbh4XaxP91 ,wNQFbR	18-753-365-9994	furiously theodolites. blithely unusual ideas main
1799	Customer#000001799	104355.4309	2967.77	SAUDI ARABIA	07tCCGrmdFwcXYnolQabgAZW9yq	30-643-275-8135	requests of the slyly ironic instructions believe slyly regular 
1684	Customer#000001684	104263.3090	5928.82	FRANCE	7t,Vo69PIG3t,ncWkzoLCJ8A,V28nMkK	16-197-588-1571	d cajole about the ironic theodolites. fluffily special deposits about the enticingly blithe
466	Customer#000000466	104078.8056	3168.41	JAPAN	ZI1c8,ZanegEu5CEQxNf5,bkuYPwn7H7JIK7	22-280-738-3240	foxes. express, ironic accounts boost? carefully silent deposits engage. accou
2242	Customer#000002242	103749.5444	-523.30	INDIA	tspWnaJWmKYxltKgT611fIpQ91fPMBTric NijY	18-428-827-7827	ar ideas around the furiously regular dependencies boost carefully bravely regular packages. carefully regular 
853	Customer#000000853	103578.2854	-444.73	BRAZIL	U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k	12-869-161-3468	yly special deposits wake alongside of
1444	Customer#000001444	103390.4487	-501.37	GERMANY	8WcsyfQU5svH9miWvYbSTH9	17-107-228-8125	inal platelets. quickly ironic requests do are carefully carefu
1312	Customer#000001312	103310.3123	9459.50	CANADA	f5zgMB4MHLMSHaX0tDduHAmVd4	13-153-492-9898	odolites wake always packages. slyly slow orbits lose. regular depo
572	Customer#000000572	103259.2032	7252.65	IRAQ	Nf4Yqb49BqGkzmmtf6	21-425-209-5033	leep. pending requests affix blithely. ironic theodol
1085	Customer#000001085	103230.0902	5275.88	VIETNAM	pZgtHRGIkUVwiEJLWZXs3KUNi6wLnQzJU1	31-831-702-3157	he carefully regular courts use special excuses. ironic deposits along the blithely even sauternes nag slyly
557	Customer#000000557	102845.2982	9559.04	MOROCCO	Nt6FUuDR7v	25-390-153-6699	furiously pending dolphins use. carefully unusual ideas must have to are carefully. express instructions a
937	Customer#000000937	102673.7060	668.51	UNITED KINGDOM	usrG6ohdPROyd98c9	33-869-990-3946	ickly alongside of the express, express ideas. sly
2186	Customer#000002186	102490.1330	4117.06	CHINA	Je64 rl00Ll1Snh9iXMgCoZdG9,KUyvlGDG8	28-965-394-4135	ithely regular asymptotes thrash blithely carefully regular foxes. furiously ironic foxes sleep blithely
220	Customer#000000220	102387.5642	9131.64	MOZAMBIQUE	TbUHVhkttz	26-201-301-7371	 even, even accounts are. ironic 
1816	Customer#000001816	102336.5028	2328.09	EGYPT	WemZ1IDB0sBS9yyqszdSxqRm8YtGGDme6 BW	14-307-306-8692	e deposits maintain about the furiously thin theodolites. carefully iron
1777	Customer#000001777	102225.0054	-535.08	UNITED STATES	54GpDEcWWIDVMRjP3	34-469-776-4539	ar packages? blithely regular instructions along the fluffily ironic theodolites believe ironically aro
628	Customer#000000628	102151.7470	4954.25	PERU	Vzraru5KbgcC3V	27-367-742-4090	l dependencies. pending warhorses haggle. fluffily final accounts slee
203	Customer#000000203	101372.3691	7960.63	ARGENTINA	2fRlubh lWRinCs1nimADdn	11-886-563-6149	 packages are. requests integrate regularly across th
274	Customer#000000274	101255.5428	4425.42	ROMANIA	adesXwNumnPqsKgsE1groEAwdKNgZ	29-330-389-1442	gular dependencies. ironic foxes haggle du
2200	Customer#000002200	101186.4067	299.39	INDIA	33gkVbYf2sW98Hi08 	18-773-887-7320	onic accounts haggle slyly. carefully special requests wake: thinly even decoys cajole quickly ironic excuses. pen
47	Customer#000000047	100826.1120	274.58	BRAZIL	b0UgocSqEW5 gdVbhNT	12-427-271-9466	ions. express, ironic instructions sleep furiously ironic ideas. furi
1142	Customer#000001142	100784.4340	3273.08	MOZAMBIQUE	b7ytiiX7E9	26-191-682-8920	doze slyly. furiously pending deposits cajole fluffily carefully pending packages. boldly regular
1015	Customer#000001015	100710.6254	6392.00	IRAN	RDJWEmcAk4GC8OT8WCsXB	20-134-926-5391	g courts nag daringly brave pains. blithely special deposits use blithely carefully c
538	Customer#000000538	99841.9446	-303.95	ROMANIA	u9jYEMPoKwrH5wXivkSebbxAx1PU	29-632-471-2852	uffily special requests nag around the quickly stealthy
11	Customer#000000011	99539.1540	-272.60	UNITED KINGDOM	PkWS 3HlXqwTuzrKg633BEi	33-464-151-3439	ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. 
841	Customer#000000841	99470.8425	884.20	INDONESIA	pSISKRxFIgVasW71fLyaEuODHZQLBfd6E c7jo	19-556-695-9964	ly. slyly special instructions wake. carefully even accounts sleep quickly slyly silent deposits. s
1751	Customer#000001751	99375.8669	3151.94	GERMANY	8KIBa2IJPXquMkWYLAccUT	17-460-999-8173	ithely regular, even accounts. unusual packages lose furiously; asymptotes nag si
1117	Customer#000001117	99046.7000	2829.07	UNITED KINGDOM	80NfzBRWj5tUUaRdnsFE7Eg	33-461-439-5684	 ironic deposits need to haggle furiously. furiously bold deposits use among the carefully ironic
127	Customer#000000127	98220.0619	9280.71	VIETNAM	Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj	31-101-672-2951	ic, unusual theodolites nod silently after the final, ironic instructions: pending r
734	Customer#000000734	97743.0388	9750.71	CHINA	xULRxhbfzPT5nBh	28-880-175-5173	tions against the ideas haggle furiously quickly regular forges. carefully final requests solve even,
1975	Customer#000001975	97656.8564	8125.51	ETHIOPIA	XzyjsmoapfpiWPo fn	15-174-926-1370	re slyly against the unusual dependencies. slyly
373	Customer#000000373	97019.9703	2354.06	SAUDI ARABIA	2hrQ wHkbaNlJCzY,mVkugMIE 8ryNlaA3JHDTjJ	30-883-170-4010	requests wake blithely even packages. slyly ironic deposits haggle blithely 
1247	Customer#000001247	95412.3032	1696.95	ALGERIA	q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL	10-386-173-3167	s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular
1886	Customer#000001886	95375.2292	9333.99	JORDAN	rEn7jolYiPkRQDuLU8lSbn	23-315-177-8462	ar pinto beans sleep even deposits. slyly special requests are. express platelets snooze blithely 
2014	Customer#000002014	95284.3082	2183.31	BRAZIL	9h6q AmXz1tebZ5DFZQal1FrA0T,S1g	12-508-570-5979	ing requests integrate about the quickly even ideas. fluffily iron
1204	Customer#000001204	95249.1682	9777.19	SAUDI ARABIA	QxpCVhq2x0PwW,zgZ AEuFkgb50ryGM	30-117-472-8751	ily final instructions. pending foxes detect doggedly accor
155	Customer#000000155	95177.6905	5902.85	ALGERIA	l,sSphiStMgdrxpxi	10-566-282-8705	 sleep ironic, bold requests. regular packages on the quiet dependencies
421	Customer#000000421	94648.3140	7073.17	JORDAN	it3mUlkZAe9J8gmy	23-918-228-2560	lithely final deposits haggle furiously above the
977	Customer#000000977	94597.4041	311.00	BRAZIL	JcKxPwHPM7akg5IiCs,ZVAfO73KE3	12-602-807-5055	lly against the busily unusual requests! busily even requests haggle blit
1796	Customer#000001796	94280.3336	7327.39	IRAN	HGRGXJA8AwhfBNSyDNn8j3JMvbIwPUKjPTcvKBLs	20-905-459-3952	ironic, regular accounts haggle care
697	Customer#000000697	93489.8957	8121.84	EGYPT	LFwdGCTUYDenZGoA9	14-613-651-2263	he regular pinto beans. courts cajole carefully according to the blithely even theodolites. quickly
1345	Customer#000001345	93424.6959	8593.83	INDONESIA	31zcobEB,6Li4YDZbnNX	19-913-651-7783	of the express, express packages. final requests detect to the regular accou
1394	Customer#000001394	93195.3974	2233.10	CANADA	eE8wv lYYKLXB	13-580-581-6470	regular accounts cajole never above the even, final instructions. furiously regular foxes wake unusual requests. ca
1091	Customer#000001091	93178.3748	-710.53	PERU	4ye7wJ3gU92RZCpwTtDi8Ws,	27-336-955-4882	y. carefully ironic excuses sleep quickly fluffily even requests. fi
1157	Customer#000001157	93144.0924	6013.09	SAUDI ARABIA	3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj	30-741-794-9826	equests. deposits cajole quickly slyly spe
305	Customer#000000305	92875.5849	4356.59	IRAQ	x8kcl,R4Wk	21-250-654-3339	nts. even, regular courts nag. dugouts use blithely a
1432	Customer#000001432	92753.4815	6314.25	VIETNAM	,pbQM2fi642oAuel	31-831-635-9758	ts sleep. regular frets sleep carefully ironically special dolphins. carefully bold pinto beans
440	Customer#000000440	92431.5360	1809.04	CANADA	w4fKMgiBuGmV,nLn7NgJl1DoUWwNQMV8z  5,R	13-244-480-5751	 even theodolites: fluffily final requests cajole about the quickly regular
484	Customer#000000484	92341.5941	4245.00	SAUDI ARABIA	ismzlUzrqRMRGWmCEUUjkBsi	30-777-953-8902	y against the express, even packages. blithely pending pearls haggle furiously above the fur
2099	Customer#000002099	91941.4958	9360.41	EGYPT	Yk8,47BPzunL09hU7qAlrKaKijWC	14-775-409-8894	onic pinto beans. ironically pending deposits
1882	Customer#000001882	91894.2267	5785.07	CANADA	U3c UftfresD4TjzRl8F	13-454-520-9987	uickly regular, final accounts. furiously special theodolites cajole 
2245	Customer#000002245	91709.0813	6752.92	MOROCCO	dJEcTD4yw2WyDjIjaDXZr1DmzH	25-497-699-5343	s ideas cajole blithely slyly even decoys. dep
439	Customer#000000439	91685.0448	-61.29	KENYA	3deBblz2syRv8yMf0yAVKkE4mDH20uDRj4tJVHUm	24-873-368-6801	ions may impress thinly for the deposits? even packages towa
1972	Customer#000001972	91455.4106	689.12	GERMANY	0XaaQuagZ1K9E63qlSw5SBk	17-991-532-5136	ckly. regular, pending pinto beans solve around the blithely exp
1768	Customer#000001768	91409.6016	5356.96	PERU	kId4M 0RG9dW9Po	27-746-769-7890	s. carefully even requests are. spe
52	Customer#000000052	91225.7602	5630.28	IRAQ	7 QOqGqqSy9jfV51BC71jcHJSD0	21-186-284-5998	ic platelets use evenly even accounts. stealthy theodolites cajole furiou
1549	Customer#000001549	91005.4966	7050.56	UNITED STATES	Bm8PVyaAYfS0IFPhkXiVGL	34-263-284-6757	sts about the quickly unusual dolphins integrate quickly slyly silent platelets. quickly final instructions
611	Customer#000000611	90832.4228	4272.43	ROMANIA	E1dtWGHE7NrLfnSKLPFU	29-924-242-5243	inst the slyly final accounts. final packages wake after the even pinto beans. carefully
1798	Customer#000001798	90770.0112	6072.64	GERMANY	fOQAhX8wjDFg8tpeOa L ZdgFlOC69bvmZE	17-422-203-8428	hely about the carefully bold deposits. quickly ruthless warthogs w
1648	Customer#000001648	90576.3389	2389.14	UNITED KINGDOM	e3oTXQ7OOTzwcRFXr	33-718-723-5373	d sentiments eat carefully unusual instructions. unusual war
1622	Customer#000001622	90130.0375	9617.34	ETHIOPIA	HEfEM41ad6Tar1EH526Q9cxe3Pi	15-120-999-7103	e requests-- carefully bold packages are. 
145	Customer#000000145	89575.8372	9748.93	JORDAN	kQjHmt2kcec cy3hfMh969u	23-562-444-8454	ests? express, express instructions use. blithely fina
679	Customer#000000679	89006.2366	1394.44	IRAN	IJf1FlZL9I9m,rvofcoKy5pRUOjUQV	20-146-696-9508	ely pending frays boost carefully
673	Customer#000000673	88158.9300	3942.58	EGYPT	Q2S9DoW6mQN5iQ0A8DxD6UxNmPZky	14-769-230-8609	ons will cajole blithely. always even packages dazzle blithely across the regular, unusual 
1901	Customer#000001901	87766.0758	2749.93	UNITED STATES	TJVv IWFTUUp ihC 7mzH,ru5s0J9Xb	34-736-824-5989	s use. express platelets beside
1466	Customer#000001466	87468.6310	1268.69	PERU	Fdm3uYarZ0Tnnh9R	27-360-496-5041	nts along the blithely bold instructions boost carefully after the unusual depos
176	Customer#000000176	86959.4724	-375.76	JORDAN	9hBepY2uz88HlCqToOLgeU770u81FeL	23-432-942-8830	uriously. final requests sleep ironic packages. quickly
1268	Customer#000001268	86800.1380	5152.42	UNITED STATES	SHn6HpO2VXBw3RJFPxjQFGanrsndRwRR2LWdm	34-973-735-5374	y pending accounts! blithely unusual ideas wake alongside of the regular, f
1412	Customer#000001412	86795.9660	6368.38	IRAN	gfsI6WU i7kYypv09gGIqUFrUod9uhb	20-715-510-2804	fully regular accounts print ironic, regular platelets. deposits promise slyly. express, ironic ideas 
1580	Customer#000001580	86708.4509	5587.12	JORDAN	Uc5lBMkU8F1zW56P Bo,8fbVlyCKs	23-651-166-3240	ts before the ironic packages sleep furiously regular, bold dependencies: dolphins 
271	Customer#000000271	86282.9333	1490.35	FRANCE	O,HceV3 XE77Yx	16-621-282-5689	ly pending deposits cajole slyly sl
1484	Customer#000001484	86259.6846	4883.17	CHINA	WcOint654aJStnQWSgAAtI	28-987-505-1842	s against the furiously special packag
610	Customer#000000610	85589.9719	3374.92	IRAQ	Fo8RfPq1kgzD 0	21-782-663-7023	uriously final deposits against the deposits detect alongsi
551	Customer#000000551	84810.3792	-334.89	MOROCCO	holp1DkjYzznatSwjG	25-209-544-4006	y special ideas. slyly ironic foxes wake. regular packages alongside of the deposit
1615	Customer#000001615	84728.0149	1764.25	CHINA	AWqpPsmhK,yirQmha	28-449-655-8989	egular packages. carefully express ideas wake fluffily fluffily idle deposits. furiously final dinos n
